restaurant_name,name,rating,review,items_ordered,purchase_date,user_since
"McDonald's, Basuki Rahmat",N*** N***,5.0,terimakasih .Dateng tepat waktu .enakkkkkkk,"PaNas Special Spicy, Medium - 1pc Krispy Chicken",31 May 2023,Gojek user since 8 February 2017
"McDonald's, Basuki Rahmat",nurjihan damayanti,5.0,terimakasih extra sausnya,"Double Choco Sundae - PaNas 1 Spicy, Large",20 October 2023,Gojek user since 29 June 2021
"McDonald's, Basuki Rahmat",Nurr niko,5.0,terimakasih paket nya sudah dateng. mksihhh,"PaNas Special Krispy, Large - PaNas Special Krispy, Large - PaNas Special Krispy, Large - PaNas Special Krispy, Large",19 March 2024,Gojek user since 8 February 2017
"McDonald's, Basuki Rahmat",Hendra Dwi Kurniawan,5.0,terimakasih terimakasih,"Reusable Bag - PaNas Special Krispy, Large - PaNas 2 Krispy, Large",10 April 2022,Gojek user since 3 January 2019
"McDonald's, Basuki Rahmat",anindya,5.0,"terimakasih, sukses selalu, lancar rezekinya 🥰🙏🏻",Coke Float - Fanta Float,9 August 2022,Gojek user since 31 December 2020
"McDonald's, Basuki Rahmat",D*** A*****,1.0,terlalu lama padahal resto cepat saji,"PaNas Special Spicy, Large - McNuggets 4 pcs",31 December 2023,Gojek user since 10 February 2016
"McDonald's, Basuki Rahmat",sukma ayu cendekia,5.0,terlalu pelit chili sauce,"PaNas 2 Spicy with Fries, Medium",26 January 2023,Gojek user since 28 March 2019
"McDonald's, Basuki Rahmat",wiwin,5.0,tetap pertahankan resepnya,PaMer 7 Krispy Medium - PaMer 5 Krispy Medium - McNuggets 9pcs - French Fries Medium,31 March 2022,Gojek user since 12 June 2019
"McDonald's, Basuki Rahmat",malee waan,5.0,thank u good food n frexh,PROMO - 3 Ayam Krispy McD + 3 reg. Rice,16 January 2023,Gojek user since 21 January 2021
"McDonald's, Basuki Rahmat",T***** R******,5.0,thank you so much,McFlurry Es Campur - PaMer 7 Krispy,4 September 2022,Gojek user since 22 August 2015
"McDonald's, Basuki Rahmat",kristiono,5.0,thanks for promo,PROMO Delivery - 5pcs Ayam McD Krispy,3 May 2025,Gojek user since 12 September 2017
"McDonald's, Basuki Rahmat",luluk alsa,5.0,thanks.pengiriman cepat,PaMer 5 Krispy,3 April 2022,Gojek user since 22 July 2016
"McDonald's, Basuki Rahmat",Emanuela Stefani,5.0,the best chicken do far!! lovin' it!!,"PaNas 2 Krispy with Fries, Large - Dark Choco McFlurry With OREO",28 October 2022,Gojek user since 24 August 2015
"McDonald's, Basuki Rahmat",Erlinda Agustina,5.0,the best full bintang,PaMer 5 Spicy,30 November 2024,Gojek user since 6 May 2016
"McDonald's, Basuki Rahmat",ElSa,4.0,"the porridge is salty..since mcd have seperate salt n papper sachet, why don't make the porridge plain so people can do their own tastement. thank you",Big Breakfast - Egg & Cheese Muffin - McD Chicken Porridge,18 September 2023,Gojek user since 12 August 2015
"McDonald's, Basuki Rahmat",T****,5.0,"the scotch tape smell was too strong and kinda anoying, but overall the food is good👍",Iced Coffee Float - Choco Sundae,13 February 2022,Gojek user since 16 August 2020
"McDonald's, Basuki Rahmat",A***** M***** S***,3.0,the size of the pies are getting smaller,"PaNas 2 Spicy with Fries, Large - Choco Caramel Pie",24 June 2024,Gojek user since 24 June 2022
"McDonald's, Basuki Rahmat",D****,5.0,thx .. terimakasih banyak ..,"PaNas Special Krispy, Medium",14 December 2022,Gojek user since 13 August 2022
"McDonald's, Basuki Rahmat",Fera,5.0,thx chef masakanya enak,2 pcs Krispy Chicken McD,26 May 2022,Gojek user since 4 June 2019
"McDonald's, Basuki Rahmat",dhatik darmawati,5.0,tiada tandingannya,"PaNas 2 Krispy with Fries, Medium",21 November 2023,Gojek user since 19 March 2019
"McDonald's, Basuki Rahmat",nuzulis sakinah,1.0,tiap order selalu dapet pepper doank salt nya ga ada malah dapet strawberry jam padahal ga pesen pancake saus juga ga dapet saus tomat sambal semua kan ga semua orang suka saus sambal,Big Breakfast - Sausage Wrap - Chicken McMuffin - Sausage McMuffin,14 June 2023,Gojek user since 18 November 2019
"McDonald's, Basuki Rahmat",nayla,1.0,tidak ada nasi yg datang hanya ayam,"PaNas 1 Spicy, Medium - PaHeBat Chicken Burger Deluxe, Medium",20 July 2022,Gojek user since 1 March 2022
"McDonald's, Basuki Rahmat",linda athika,1.0,"tidak ada nasinya ini gmna, bungkus masih segel semua. lain kali dicek lagi","PaNas 1 Spicy, Large - Apple Pie - McFlurry Es Campur - 1pc Spicy Chicken",14 August 2022,Gojek user since 12 October 2016
"McDonald's, Basuki Rahmat",irwan,2.0,tidak ada tomat saos,"PaHeBat Chicken Burger Deluxe, Medium",7 April 2022,Gojek user since 9 February 2021
"McDonald's, Basuki Rahmat",D**** A*******,2.0,"tidak cocok,,dipesan apa datangnya apa",PROMO - Beli 1 Gratis 1 Matcha McFlurry with OREO,8 September 2023,Gojek user since 10 March 2023
"McDonald's, Basuki Rahmat",A*** A*******,2.0,tidak dapat gratis Tumbler,Big Mac McFlavor Set,30 September 2023,Gojek user since 5 November 2015
"McDonald's, Basuki Rahmat",A*** H*****,1.0,"tidak dapat sauce bbq untuk nugget, malah hanya sauce tomat sachet",Happy Meal McNuggets,3 February 2023,Gojek user since 24 June 2016
"McDonald's, Basuki Rahmat",H***,2.0,tidak dapet saus untuk nugget,Chicken Snack Wrap - Fish Snack Wrap - McSpicy - McNuggets 6 pcs - Fish Fillet Burger - Fish Fillet Burger - McNuggets 9pcs - McNuggets 9pcs,30 October 2022,Gojek user since 8 May 2016
"McDonald's, Basuki Rahmat",Collin,4.0,tidak dikasih saus nya..,"Double Cheese Burger - Cheeseburger Deluxe - Milo, Medium",24 September 2024,Gojek user since 8 August 2015
"McDonald's, Basuki Rahmat",vivi ratna dewi,1.0,tidak membaca catatan,Paket Nasi Uduk McD Ayam Suwir - Paket Nasi Uduk McD Ayam Suwir - Paket Nasi Uduk McD Ayam Suwir,10 April 2022,Gojek user since 25 December 2018
"McDonald's, Basuki Rahmat",ferry,2.0,tidak panas atau hangat...,2 pcs Krispy Chicken McD,10 June 2023,Gojek user since 6 May 2023
"McDonald's, Basuki Rahmat",nashir fikri,1.0,"tidak sesaui pesanan yaitu double cheeseburger tetapi yang datang cuma daging sajaatau seperti beef burger deluxe medium bila sudah datang bagaiamana ini tolong kasih peringatan keras kalau bisa kami keringanan , saya tidak bohong kalau tidak percaya ini bisa tidak dimakan. tolong apa yang kami dapat bila tidak sesuai apalagi dari harga sangat berbeda, apakah seperti ini pelayanannya bukan setipe tapi sudah berbeda yg dtg pesanannya tidak sesuai yg dipesan bedanya bukan di harga lagi, tetapi porsi, kualitas, dan ketepatan pesan, pake kemasannya benar tp faktanya tidak sesaui jangan bilang gara-gara waktu yang sudah malam jadi kami minta dikembalikan sisanya terima kasih","Paket Hemat Double Cheeseburger, Large - PaHeBat Beef Burger Deluxe, Medium",27 October 2022,Gojek user since 9 September 2017
"McDonald's, Basuki Rahmat",Agung Priambodo,1.0,tidak sesuai dengan pesanan,"PaNas 2 Krispy with Fries, Large - Big Mac",22 May 2022,Gojek user since 8 August 2018
"McDonald's, Basuki Rahmat",dzulkhifli pratama suardi,1.0,tidak sesuai dengan yamg dipesan,PaNas Spesial Ayam Krispy Lengkuas McD Sambal Bajak,3 June 2022,Gojek user since 13 November 2016
"McDonald's, Basuki Rahmat",R**** T******,2.0,tidak sesuai dgn pesanan,PaMer 7 Ayam Spicy Lengkuas McD Sambal Bajak - French Fries Large,28 May 2022,Gojek user since 24 August 2016
"McDonald's, Basuki Rahmat",anna,2.0,tidak sesuai gambar beff burger gambarnya ada sayur dan keju. cuma roti Ama beef aja. sangat2 kecewa,"Paket Hemat Beef Burger Deluxe, Medium - Beef Burger Deluxe",22 August 2024,Gojek user since 25 December 2020
"McDonald's, Basuki Rahmat",B**** A* N****,1.0,"tidak sesuai pesanan, gak pesan coca cola diberi cola",Family Time Bertiga Happy Meal Beef Burger,20 July 2022,Gojek user since 25 March 2022
"McDonald's, Basuki Rahmat",djuhari sahono,3.0,tidak sesuai pesanan.,Chicken McMuffin With Egg,3 April 2022,Gojek user since 10 August 2017
"McDonald's, Basuki Rahmat",johana,1.0,"tidak sesuai promonya. hafish colourful bottle tidak ada. saya beli paket hemat mcnuggets large colourful bottle yg tertera di menu FREE colourful bottle, tetapi yg sy terima, hadiahnya yaitu colourful bottle tidak ada.",Paket Hemat McNuggets Large Colorful Bottle - 2 pcs Krispy Chicken McD,21 September 2022,Gojek user since 11 March 2022
"McDonald's, Basuki Rahmat",Kusna Kusna,3.0,"tidak sesuai reques , minta tidak pakai es batu malah dikasih es batu😬😬",Double Choco Pie A la Mode Strawberry - Iced Matcha Latte Large - Iced Coffee Caramel Macchiato Float - Double Choco Pie A la Mode Chocolate,29 April 2023,Gojek user since 7 May 2021
"McDonald's, Basuki Rahmat",Atmoko Bas,1.0,tolong bagi pihak mcdonald.. untuk option menu jangan ada option untuk meniadakan bahan utama dari menu.. saya pesen prosperity cheese..optionnya no cheese no lettuce... customer mengira bahwa itu adalah pilihan untuk dipakai... ya kali pesen mahal mahal prosperety cheese optionnya gak pake cheese ... cukup optionnya gak pake lettuce aja.. kalau gini kasian orangtua yang salah input kak.. gak semua harus ada di option.. kasian orangtua yang penglihatan menunya kurang,"Paket Hemat McSpicy, Medium - Five Cheeses Steak Burger",13 January 2023,Gojek user since 13 July 2019
"McDonald's, Basuki Rahmat",T***,4.0,tolong kalau ada request DIBACA. apa susahnya nambahin garam.,Paket Hemat Chicken McMuffin - 1pc Krispy Chicken - 1pc Spicy Chicken - Egg & Cheese Muffin,10 May 2022,Gojek user since 9 September 2015
"McDonald's, Basuki Rahmat",Nanda Larasati Prahasiwi,5.0,tolong saus tomat nya kakak kalau gak minta kenapa gak dikasih,GoFood - 10 Pcs Ayam McD Krispy - GoFood - 2x Paket HeBat Beef Burger Deluxe,19 November 2025,Gojek user since 1 May 2017
"McDonald's, Basuki Rahmat",Robiatul Adawiyah,5.0,topp dehhhhhhhhhhhhhh,McFlurry Feat. Oreo,1 March 2022,Gojek user since 4 September 2021
"McDonald's, Basuki Rahmat",F**** S*****,3.0,toysnya ga diinfo pilihannya,Family Time Berempat Happy Meal Ayam McD - 2 pcs Spicy Chicken McD,25 September 2022,Gojek user since 24 September 2016
"McDonald's, Basuki Rahmat",eko purnomo,5.0,trimaksih banyak di bantu dengan senang hati,"PaNas 2 Spicy, Large",13 September 2022,Gojek user since 18 December 2017
"McDonald's, Basuki Rahmat",S****,4.0,tumben kok ayamnya keras bgt ya?,PROMO - 3 Ayam Krispy McD + 3 reg. Rice,28 August 2023,Gojek user since 29 August 2018
"McDonald's, Basuki Rahmat",Ilham Hidayatulloh,5.0,ubur ubur ikan lele MC d diskon gede leee,PROMO - 3 Ayam McD Spicy + 3 Rice Med + 3 Fruit Tea Lemon Sml,28 February 2025,Gojek user since 29 November 2017
"McDonald's, Basuki Rahmat",E** S****** W****,5.0,ubur ubur ikan lele makan ya mc donald's leee,Paket Ayam Krispy McD Lengkuas Spesial Sambal Bajak - PaNas 2 with Fries Ayam Spicy McD Lengkuas Sambal Bajak,2 April 2025,Gojek user since 25 August 2022
"McDonald's, Basuki Rahmat",H******** C********,3.0,udah 2x pesen yg ad colorful bottlenya 2x gk dapet bottlenya,Paket Hemat McNuggets McFlavor Set Colorful Bottle - Paket Hemat BeefBurger Deluxe Large Colorful Bottle,5 October 2022,Gojek user since 29 November 2016
"McDonald's, Basuki Rahmat",B*** R***,3.0,udah di note tanpa toge . masi pake toge,"PaNas 1 Krispy, Large",2 May 2025,Gojek user since 27 November 2015
"McDonald's, Basuki Rahmat",endah,5.0,ueaannnnnnaaakkkk anakku syukkkaaaa,"PaNas 1 Krispy, Medium - French Fries Medium",4 January 2023,Gojek user since 10 March 2018
"McDonald's, Basuki Rahmat",Anis Qorik Fatma,5.0,uenak banget saoseee,PaNas 2 Ayam Krispy McD Kimchi,27 October 2022,Gojek user since 25 January 2019
"McDonald's, Basuki Rahmat",gok suan,2.0,"ukuran ayam kecil beut, porsi scramblenya juga sedikit",PaNas HeBat Korean Soy Garlic Wings,16 February 2023,Gojek user since 8 October 2017
"McDonald's, Basuki Rahmat",A*****,4.0,"untuk rasa sesuai McD, orderan sama semua tidak ada yg keliru. hanya saja saya minta sambal saja tanpa saos tomat ttp dikasih saos tomat, dan saya minta extra sambal tidak dikasih barang 1 atau 2 sachet saja tidak dikasih. dptnya hanya 4 sachet saja dan sudah termasuk saos tomat 1 sachet yg saya sudah request tidak pakai","1pc Krispy Chicken - Minecraft Movie Meal - PaNas 2 Spicy, Med",16 April 2025,Gojek user since 15 June 2023
"McDonald's, Basuki Rahmat",E*****,3.0,"untuk saus mungkin bisa di tambah, karena pesan 4 paket hanya di kasih 4 saus","GoFood - 4x PaNas 1 Krispy, Med",29 November 2025,Gojek user since 4 September 2018
"McDonald's, Basuki Rahmat",raysa,5.0,"walaupun mcflurry nya gaada tp gapapa deh:""",PaMer 5 Mix Medium - Beef Burger - Choco Sundae - McFlurry Choco,26 March 2022,Gojek user since 14 February 2016
"McDonald's, Basuki Rahmat",uki,5.0,walaupun pesanan sempat tertukar tapi dikirimin ulang yang benar terima kasih yah,"Paket Hemat Double Cheeseburger, Large - Paket Hemat Double Cheeseburger, Large",10 October 2023,Gojek user since 31 July 2022
"McDonald's, Basuki Rahmat",Rudy Hartono,5.0,wenak tenan....😋😋😋,"PaNas 2 Spicy, Large - French Fries Medium",24 February 2023,Gojek user since 26 July 2015
"McDonald's, Basuki Rahmat",marcel,1.0,"wrong delivery, ordered burger and got fried chicken instead","Share Box with Spicy Seaweed Cruncy Bubbles + Cajun Garlic Sauce - PaHeBat Cheeseburger Deluxe, Medium",20 October 2022,Gojek user since 28 March 2017
"McDonald's, Basuki Rahmat",dodi novianto,5.0,ya toplah rasanya. ketchupnya lupa dikasih ya? 😅,Big Mac McFlavor Set - Cheeseburger McFlavor Fries with Beef Rasher Bits,11 September 2022,Gojek user since 7 October 2015
"McDonald's, Basuki Rahmat",W****,5.0,"yaaa kakak mentang "" promo ney ..sudah note +tmbah saus sambal Aza kagak dikasih tuhh.. dikasih cuman 3 sachet doang makanan sebanyak itu... hiksssss huaaahhhww",PROMO - 3 Ayam Krispy McD + 3 reg. Rice,26 January 2023,Gojek user since 9 June 2017
"McDonald's, Basuki Rahmat",MARNI,2.0,"yg blackpeper ndak enak,,ndak cocok dilidah sya",2x PaNas Special Ayam Krispy McD Black Pepper + 2x McFlurry feat. OREO - Paket HeBatt Beef Burger Deluxe,15 February 2024,Gojek user since 22 June 2017
"McDonald's, Basuki Rahmat",F****,5.0,"yummy,,, yummy,,, yumm",Happy Meal Chicken McD Breakfast,26 May 2022,Gojek user since 26 August 2017
"McDonald's, Basuki Rahmat",wulan indah,5.0,yummyyy enakk josjis,"Delivery Mekdi Aja - Paket Keluarga Seru McFlurry Feat. OREO, tanpa Mainan",25 December 2025,Gojek user since 17 November 2019
"McDonald's, Basuki Rahmat",reeya,5.0,yuummyyyy dech pk0k na...,Beef Burger Deluxe,31 October 2022,Gojek user since 23 March 2019
"McDonald's, Basuki Rahmat",Ryan,5.0,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,Dark Choco McFlurry With OREO - PaMer 5 Spicy Medium - Paket HeBat Beef Burger Deluxe - Large Rice,17 April 2024,Gojek user since 1 April 2019
"McDonald's, Basuki Rahmat",A**** G****,5.0,🙏🙏🙏 terimakasih McDonald's,"Paket Kenyang, Krispy",10 November 2024,Gojek user since 22 March 2019
M.F ROZI,5.0,.hjkejsiiejdjdi,Mie Hompimpa lv 1 - Udang Keju - Pangsit,13 May 2023,Gojek user since 12 February 2019
Alif Rachmat Taufik Syahputra,5.0,1. enak 2. gurih,Mie Gacoan lv 1,21 May 2023,Gojek user since 13 August 2021
I**** S** S**** C***,3.0,1. siomaynya rasanya kayak kurang matang 2. udang kejunya asin banget :( 3. Beda sama di Cabang Manukan,Mie Hompimpa lv 1 - Mie Gacoan lv 4 - Siomay - Udang Keju,15 October 2023,Gojek user since 15 August 2016
putri,5.0,1000 enaaaakkkkk,Mie Iblis lv 2 - Pangsit - Genderuwo - Mie Iblis lv 1,27 July 2022,Gojek user since 19 May 2022
M******** P*******,5.0,2 kali order mie enak sekali tolong dipertahankan rasanya,Paket B - Udang Rambutan - Lumpia Udang,18 June 2020,Gojek user since 8 January 2019
T*****,3.0,"2x belakang pesen gak sesuai,pas pesen pedes sedengan (level 4) ternyata pedes banget(kayak lvl 8) pas pesen yang pedes (level 6) gak ada pedesnya blassss..mohon diperhatikan lagi...kali ini kok jadi banyak banget minyak nya yah🙄",Mie Setan LV 4 - Udang Rambutan,17 October 2021,Gojek user since 19 August 2017
S*********,5.0,2x ini sya psen level 8 gk ada cabe.nya kyak lvel 1,Mie Setan lv 1 - Mie Setan lv 8,8 November 2021,Gojek user since 23 May 2020
S**,1.0,5 item nggk ada sumpitnya. level 4 berasa level 1,Mie Gacoan lv 4 - Udang Keju - Udang Rambutan,14 March 2024,Gojek user since 20 December 2021
endar,1.0,"AKU SUKA TEMPAT DAN MAKAN DI MIE GACOAN tp tidak dg pelayanan online nya. padahal sudah berkali kali dinotif bilang minta untuk diberikan lebihan saus ,tp tak di gubris.... pelit sekali , tidak mengutamakan kepuasan customer !!!",Udang Rambutan - Lumpia Udang - Mie Gacoan lv 0,3 June 2023,Gojek user since 18 August 2022
G***** R*******,5.0,Ada sehelai rambut di mie nya,Mie Iblis Lv 3,11 January 2021,Gojek user since 30 September 2020
T**,5.0,Adain promo lagi donk,Mie Iblis Lv 8 - Mie Iblis Lv 4 - Udang Rambutan,15 April 2020,Gojek user since 2 November 2018
R*****,4.0,Aduh tumben banget ya salah kasih orderan maunya udang keju di kasi lumpia udang klo emang habis atau kosong konfirmasi dong jgn se enaknya kasih sesuka kalian 🥵,Mie Iblis Lv 3 - Mie Iblis Lv 4 - Udang Keju - Udang Rambutan,18 September 2021,Gojek user since 2 September 2015
I*** B******,1.0,"Aduhhh karyawan genteng ini kalo ga niat masak mending resign aja, masa mi gacoan level 3 rasanya hambar bar bar bar🦍 warnanya puyeh yeh yeh yeh ,gada kecap sama sekali ,pedes juga kagak ,nyesel uda nunggu lama2",MIE GACOAN - UDANG KEJU - UDANG RAMBUTAN - LUMPIA UDANG,31 December 2025,Gojek user since 3 August 2025
Put,2.0,Agak bau sangit/gosong,LUMPIA UDANG - MIE GACOAN LV 1 - UDANG RAMBUTAN - SIOMAY AYAM,15 April 2025,Gojek user since 4 March 2025
nadine,3.0,Agak eneg karena banyak minyak,Siomay - Udang Rambutan - Lemon Tea - Mie Angel,15 March 2022,Gojek user since 31 May 2020
V******* E*****,5.0,Agak lama tadi huhu:(,Mie Iblis lv 4 - Udang Rambutan - Udang Keju,8 January 2023,Gojek user since 6 February 2020
Mira,5.0,Agak manis sedikit,Mie Gacoan lv 1 - Mie Gacoan lv 6 - Udang Keju - Udang Rambutan,1 August 2023,Gojek user since 23 March 2020
A*** T** P******,1.0,"Akhir2 ini sering pesen, tapi untuk order kali ini minyaknya ga ketulungan jadinya eneg. pdhal pesen 2 porsi",Mie Setan Super Lv 4 - Lumpia Udang,31 May 2020,Gojek user since 19 March 2018
E***,5.0,Akhirnya levelnya sesuai sama yg dipesan hehe,Mie Iblis lv 4 - Mie Iblis lv 6,2 June 2022,Gojek user since 7 June 2018
K***,5.0,Akhirnya opening kh di surabaya. 😂😂😂 gak perlu ke malang lagi kalo pengen,Mie Iblis lv 0-2 - Udang Keju,6 April 2020,Gojek user since 13 June 2016
afilia Dela Pratiwi,1.0,Aku pesen yang gacoan level 2 tp ga ada cabe nga samasekaliii,Mie Gacoan lv 2 - Thai Tea Ori,1 September 2023,Gojek user since 28 March 2021
P******* S*****,4.0,"Alat makan gada, terus untuk. kerupuk nya ada bagian yg ga kepisah (tolong lebih di perhatikan lagi) sama daun bawang nya agak kering...",MIE GACOAN LV 4 - ES GOBAK SODOR - UDANG KEJU - UDANG RAMBUTAN,20 May 2025,Gojek user since 31 October 2019
Rhia,5.0,Alhamdulillah mksih ya pak bpknya sabar banget 😊,Mie Gacoan lv 1 - Mie Gacoan lv 3 - Pangsit - Siomay - Udang Rambutan - Lumpia Udang - Udang Keju,29 July 2023,Gojek user since 6 January 2022
aya'Fikri,5.0,Alhamdulillah pelayanan cepat sampai,Mie Gacoan lv 4 - Mie Gacoan lv 1 - Mie Gacoan lv 0,20 April 2023,Gojek user since 29 July 2017
Mitha,5.0,Alhamdulillah tabarakallah... soal rasa dan kurir 👍👍👍👍👍,Mie Iblis lv 4 - Lumpia Udang - Udang Keju - Udang Rambutan,19 May 2022,Gojek user since 15 August 2021
L**** B********,5.0,Alhamdulillah...sekeluarga bersyukur,Mie Angel Super,8 July 2020,Gojek user since 17 June 2020
Diana Fatchana,5.0,Always be my favorite,Udang Keju - Mie Iblis lv 0 - Mie Iblis lv 1,30 December 2021,Gojek user since 29 December 2019
D****,5.0,Andalan bgt enak banget 😍😍,Mie Iblis lv 4 - Udang Keju - Udang Rambutan,11 January 2023,Gojek user since 9 June 2016
J*** K*****,1.0,Antri lama sekali. 2jam lebih. Padahal udah mau tutup. Banyak pelayanan yang mengecewakan,Siomay Ayam - Udang Keju - Udang Rambutan,17 May 2021,Gojek user since 15 July 2019
J***** F********,4.0,Antri nya lama banget kasihan bapak gojeknya:(,Udang Rambutan - Udang Keju - Mie Iblis Lv 2,3 May 2021,Gojek user since 10 August 2015
M*** R***,4.0,Antriannya Lama. Pegawainya Kurang,Mie Angel Super - Siomay Ayam - Mie Setan LV 2,11 December 2020,Gojek user since 26 May 2019
N*****,4.0,Antrinya lama bgt,MIE GACOAN LV 4 - UDANG RAMBUTAN,4 September 2024,Gojek user since 4 September 2024
Y****************,3.0,Antrinya lama kasiah pak gojeknya,Mie Iblis Lv 0 - Mie Setan LV 1,3 June 2021,Gojek user since 10 March 2021
H***** F***********,1.0,"Antrinya luaaaamaaaa poll, pesen 20.46, baru dateng sekitar 22.30 an",Mie Iblis Lv 1 - Mie Iblis Lv 2 - Siomay Ayam - Lumpia Udang - Mie Angel Super - Pangsit Goreng,13 June 2021,Gojek user since 22 August 2016
S**** P*******,4.0,Antrinyaaa astajim... masaknya lama,Mie Iblis Lv 3 - Ceker Ayam,17 August 2020,Gojek user since 13 September 2015
A** K****** R****,3.0,"Asin Banget sumpah. mana kecapnya buanyak banget. enek jadinya 🤢 kemaren order di Oren, pesan Gacoan 1,2 yg datang Hompimpa 1,1 . sekarang udah bener tapi rasanya kacauu",Mie Gacoan lv 1 - Udang Rambutan,21 September 2023,Gojek user since 28 January 2018
Virdian Reza Hutama,1.0,"BISA BISA NYA SALAH NGASIH ORDERAN, ORDERAN SAYA YG SEHARUSNYA SUDAH SELESAI DARITADI DI KASIH KE DRIVER LAIN, JADI NUNGGU 2 JAM LEBIH, LAIN KALI KLO GAK NIAT KERJA GAUSAH KERJA, DI LUAR SANA BANYAK YG LAGI NYARI KERJA",MIE GACOAN LV 3 - MIE GACOAN LV 1 - UDANG KEJU - UDANG RAMBUTAN - SIOMAY AYAM - THAI TEA ORI,18 September 2024,Gojek user since 2 May 2018
Mustofa,5.0,"Bagus bagus ada peningkatan isian dalem pangsitnya kerasa kenyel sebelumnya kering aja kayak ayam suwir, udang kejunya juga enak lumer",Mie Hompimpa lv 3 - Mie Gacoan lv 1 - Lumpia Udang - Udang Keju,25 June 2023,Gojek user since 18 December 2019
L***,5.0,Banyak minyak Kak 🤣 tapi enak kok..,Mie Iblis Lv 3 - Mie Iblis Lv 8 - Mie Setan LV 3 - Mie Iblis Lv 4 - Siomay Ayam,21 August 2020,Gojek user since 10 May 2019
D** A****,5.0,"Banyak yang cocok sama rasanya katanya enak, harganya juga murah. Favoritku siomay ayam. Cuma menunggunya lumayan lama ya karena memang ramai..",Mie Iblis Lv 1 - Udang Keju - Mie Iblis Lv 0 - Siomay Ayam - Lumpia Udang,23 July 2021,Gojek user since 6 November 2016
J***,5.0,"Banyakin lagi porsinya yaa,soalnya enaaakkk smua🤤🤤🤣🤣",Mie Iblis Lv 4 - Udang Rambutan - Mie Iblis Lv 3 - Lumpia Udang - Thai Green Tea,8 April 2021,Gojek user since 16 March 2018
Fanani,5.0,Bapak nya baik hati dan juga sabar,Mie Iblis lv 1 - Udang Keju,1 August 2022,Gojek user since 1 August 2022
Novita Sari,5.0,Barakallahu fiik..,Es Teklek - Mie Suit - Lumpia Udang - Udang Rambutan - Mie Gacoan lv 6,15 March 2024,Gojek user since 29 October 2021
P****** L****,5.0,Baru pertama kali coba dan rasanya enakk banget. Udang keju dan rambutan udang nya enakk banget👍👍👍,Mie Hompimpa lv 4 - Mie Hompimpa lv 1 - Udang Keju - Thai Tea Ori - Udang Rambutan,19 August 2023,Gojek user since 16 July 2022
Y***,3.0,Baru tau kalau pakai stereofoam. 😐 Sumpitnya baunya juga nyengat. 😐,Mie Iblis lv 0 - Mie Iblis lv 1 - Udang Keju - Mie Iblis lv 2 - Lumpia Udang,7 December 2022,Gojek user since 12 September 2016
L************,3.0,"Bener nya enk, cuma mie nya dah dingin dan sambel nya di pisah ya wak kyk beli bakso aja hahaha. Kemasan banyak yg bocor untuk dimsum nya. Tolong di perbaiki",Es Genderuwo - Mie Iblis Lv 3 - Udang Rambutan - Lumpia Udang - Siomay Ayam - Udang Keju,17 December 2020,Gojek user since 23 October 2015
Ara,5.0,"Bener2 enak... meskipun toko rame selalu bisa menghandle kerjaan dengan baik. penataan utk gofood juga oke, ga rugi beli banyak.. 👍👍👍 tetap semangat buat karyawannya yaa. 👍👍👍💪💪💪🔥🔥🔥",Mie Gacoan lv 2 - Siomay - Es Coklat,8 June 2024,Gojek user since 7 September 2019
T******** M*******,5.0,Bikin kangen. Itu aja,Udang Keju - Mie Gacoan lv 4 - Mie Gacoan lv 2,5 July 2024,Gojek user since 8 June 2017
C*****,5.0,Bikin mata melekk mantap,Mie Iblis Lv 1 - Siomay Ayam - Ice Tea,14 June 2021,Gojek user since 17 June 2019
Arofah,5.0,Bintang seribuuu kalau bisaaa,Mie Iblis lv 1 - Udang Rambutan - Udang Keju - Siomay - Pangsit,13 February 2022,Gojek user since 3 December 2018
H**** A****,3.0,Bumbu Kurang Nendang,LUMPIA UDANG - MIE GACOAN LV 2 - MIE HOMPIMPA LV 3 - UDANG KEJU - UDANG RAMBUTAN - MIE GACOAN - CHOCOAN HOT - NP,2 April 2025,Gojek user since 9 September 2017
D***,4.0,"Bumbu kurang tercampur, ada kesan terburu dalam penyajian, dan juga proses penyajian makanan sangat lama",Mie Iblis Lv 3 - Mie Iblis Lv 1 - Siomay Ayam - Udang Rambutan,6 October 2021,Gojek user since 23 October 2015
Sylvia tyas,4.0,Bumbu nya kurang,Mie Iblis lv 2 - Udang Rambutan - Udang Keju - Lumpia Udang - Sundelbolong,23 May 2022,Gojek user since 22 September 2021
Nia Ramadhani,2.0,Bumbunya berantakaan,Mie Gacoan lv 2 - Mie Gacoan lv 6 - Mie Gacoan lv 3 - Mie Gacoan lv 1,9 February 2023,Gojek user since 7 May 2022
ericka anggraini,3.0,Bumbunya terlalu byk kecap shg terlalu manis..rasa gurihnya jadi kurang terasa,Mie Gacoan lv 3 - Udang Keju,30 May 2023,Gojek user since 14 October 2015
Ekky Radiansyah Putra,2.0,Bungkus makanan nya GK seperti gacoan di tempat lain yg kaya bungkus mie ayam pinggir jalan,MIE GACOAN LEVEL 6 - MIE GACOAN LEVEL 4 - MIE GACOAN LEVEL 1,7 August 2025,Gojek user since 29 April 2024
